"bookName","author","series","summary","rating","price"
"一走上癮！理想的旅行：聖雅各朝聖之路4+1全攻略","李珮慈","bon temps","「看過這本書你會發現，朝聖之路的目的不在於拿到朝聖之路的證書，甚至不在於抵達目的地，而是體驗沿途的經歷，感受一路的風景城鎮，以及享受途中的人文歷史。」──王儷瑾│《巴塞隆納，不只高第》暢銷書作者暨西班牙官方導遊**　　2016年啟程，一年一路，　　每天步行20-30公里，全程近800公里……　　這條路究竟有什麼魔力，　　吸引一年超過30萬各地朝聖者來走路？　　聖雅各之路，　　世上僅有的兩處「巡禮路」世界文化遺產之一，　　一生必走的朝聖古道療癒旅程，　　一定要帶著上路的朝聖指南！**　　◆第一本完整涵蓋4+1路線的聖雅各朝聖之路全攻略！　　◆4+1路線包括：最經典熱門的法國之路、一次縱走西葡的葡萄牙之路中央線、山海相伴的北方之路、歷史最悠久的原始之路，以及抵達星野聖地牙哥之後的世界盡頭之路。　　◆詳介沿途歷史文化、修道院傳說、特色庇護所、傳...","N/A","NT$294 TWD"
"經典中醫精要：傳承自黃帝內經的天人合一養生觀","李辛","醫問","中醫研究的不只是疾病，更是人的生命中醫是調控有形的物質、無形的能量和更精微的神，使三者共同作用的一套學問。調整生命的能量和精神層面，才是通往康復和健康長壽的途徑**。**二○一四年九月，李辛應邀在北京辛莊師範學校講授中醫啟蒙課程，本書是在現場講課內容的基礎上改編而成，講述了中醫的整體思維和學習方法，引導大家對日常生活、工作、人際交往等周圍的一切，進行感受、體會式的觀察和理解，培養學習中醫乃至各門學科最基本的感知能力。主題包含中醫眼中人體的精、氣、形、神；人體的三焦能量、氣機與開闔、病機與邪正；經絡與穴位的能量解剖學、以針灸與按摩調理能量的藝術；認識導引與祝由、神農時代的藥物觀，還有傳統醫學的源頭、正脈與歧路等，帶你深入經典中醫的核心精髓。◎中醫的精、氣、神...","⭐⭐⭐⭐½","NT$315 TWD"
"當冰箱只剩下烏魚子","蘇宇鈴","VIEW","行過千里，我才明白人生最珍貴的是……好酒立刻喝、美味馬上吃；喜歡的人，現在就告白；想去的地方，起身就走！從台北到北京，從北京到上海，從上海再到全世界。走跳世界的廣告人，從旅行、美食、創意與生活，來對照自己的人生與這個花花世界。從世界走回自己、從外在轉向內在，來一場人生優雅的斷捨離。＊推 　薦＊張鈞│演員韓良憶│飲食旅遊作家／廣播節目主持人龔大中│台灣奧美集團創意長作者蘇宇鈴，廣告人，熱愛烹飪美食、旅行，足跡遍布世界各地。北京、上海、里斯本、佛羅倫斯、峇里島，人生，在不斷的遷徙之中度過。而旅行的養分，豐富了生活，也打開了視野，一次次的啟程與抵達，與美食相遇、與人相遇，也與人的故事相遇；當然，也與自己...","⭐⭐⭐⭐","NT$245 TWD"
"一穴解痛：針灸名家的獨門診治祕方","孫茂峰","好健康","**　　★世界名醫獎得主、針灸名家首度重磅出書★　　教學行醫30年，臨床治療超過50萬人次　　鑽研穴位療法不藏私精華大公開　　【專治50個症狀】-- 50個對症穴位x 45個對症茶飲　　從研究病機入手，深入淺出聊經絡、腧穴**　　【不吃西藥就能改善症狀？】─ 一穴多治，精選50穴！　　針對常見的感冒、頭痛、咳嗽、失眠、牙痛、肩頸痠痛、便祕、腰痛等超過50個常見症狀和急症，按照科別，如骨骼疾病、肝膽腸胃系統、呼吸系統、婦科疾病、腎泌尿系統、眼科疾病、心血管疾病及口腔疾病、精神情緒、及其他疑難雜症等做分類，只要按對穴位，這些小病小痛就能立即緩解。　　◆感冒咽喉痛→ 按按魚際穴(位於第一掌骨中點的橈側赤白肉際處)　　◆落枕→按按後谿穴(手握拳後，感情線橫紋的盡頭處即是)　　◆低頭族肌肉僵硬→揉揉肩井穴(肩上，當大椎與肩峰端連線的中點處)　　◆鼻塞 →輕按迎香穴(鼻翼外緣，與法令紋的交叉處)**","⭐⭐⭐⭐⭐","NT$294 TWD"
"彤心味敏","陳曉彤","N/A","彤心味敏，不是食譜！這本書，不是海外創業教戰手冊！這本書，不只是異國戀情回憶錄！彤心味敏，到底寫了什麼東西？這本書，記錄著出生台灣彰化的小彤姐，走過歐亞非三大洲各地的足跡與經歷。從時尚精品銷售，轉作家庭主婦將近二十年，近幾年在法國里昂，偶爾客串人氣YouTuber阿辰師的影片，並且經營一個夢想已久的小飯館。翻開彤心味敏，你會讀到，小彤姐曾經拒絕過德國男友的求婚！後來才遇到結褵至今的靈魂伴侶。翻開彤心味敏，你會讀到，小彤姐曾經有機會，從實習生轉成正職甜點師，但是為了家庭，忍痛放棄！後來開了自己的餐廳。翻開彤心味敏，你會讀到，在亞洲、非洲都出過車禍的小彤姐，不會因為受過傷，就不再開車，才能得到與阿辰師的合作機會！小彤姐希望，你讀完彤心味敏，會感覺彷彿喝完一碗特調的文字雞湯！","⭐⭐⭐⭐⭐","NT$200 TWD"
"引爆潛能：喚醒你心中沉睡的巨人(更新版)","安東尼．羅賓","全方位心理叢書","生活有時真的讓人看不懂。你盡自己的最大努力辛辛苦苦地工作，但凡事卻沒有什麼改觀，而身邊一些人，尤其是昔日的同學、朋友或鄰里，似乎不費吹灰之力，一個接一個地鴻運當頭，得其所願。原因何在？","⭐⭐⭐⭐½","NT$182 TWD"
"侏儒的話","芥川龍之介","好讀","生死事大。無常迅速。最聰明的處世之道，是一面輕蔑社會的因襲，又與其毫無矛盾地生活著。〈侏儒的話〉未必是傳遞我的思想，但或許可以從中窺見我思想上變化的軌跡與脈絡。──芥川龍之介日本文壇最令人驚豔的「鬼才」、「短篇小說之王」芥川龍之介，在〈侏儒的話〉中，以格言體形式，道出其人生觀、道德觀、藝術觀與政治觀，讀者可從中全方位理解芥川龍之介的思想脈絡。芥川下筆洗鍊、精準有力，擅長以冷峻文筆，尖銳剖析人性、道出人生的幻滅劫毀──「為了使人生幸福，我們必須苦於日常瑣事。必須從所有日常瑣事之中體悟墮入地獄的痛苦，方顯出人性之光輝。」正因人無完人，善惡皆存，芥川鋒利地刻畫人該如何悅納自己／他人醜惡的一面，深沉牽動人心。人生就像一盒火柴。慎重其事未免小題大做，輕忽大意則充滿危險。全書共分三輯：※百態──我是在想這些煙火，我們的生命不也像煙火一般絢麗而短暫。〈舞會〉漫溢著青春流逝的傷感","N/A","NT$315 TWD"
"價值的選擇：以人性面對全球危機，G7央行總裁寫給21世紀公民的價值行動準則","馬克．卡尼","近未來","**我們熟知一切事物的「價格」，卻對其「價值」一無所知——愛爾蘭詩人 王爾德——從金融海嘯、COVID-19，到未來可預期的氣候變遷，每一次危機發生，都在挑戰市場「價值」能不能因應衝擊，如果不能審視「價值觀」如何影響「價值」，我們便無法看向未來！**　　本書企圖分析一種獨到的宏觀洞見——「普世價值轉移的趨勢」，　　這種趨勢的影響力，遠比技術（科技）趨勢影響得更深更廣；　　迫使我們不只得衡量市場當下的「價值」，也要瞭解「價值」的未來走向，　　才能更進一步，以前瞻角度掌握世界脈動。　　這是本書對各階層決策者、經理人，以及廣大投資人最顯著的益處。　　COVID-19就是一場「價值」危機。　　例如，政府如何判定輕重緩急；保險業者如何在疫情爆發時定價人命？　　人類的歷史一路面臨危機，　　21世紀以來，從次貸風暴、氣候變遷乃至全球疫情，　　都在重新定義／定價市場的「價值」，...","N/A","NT$504 TWD"
"第一支火箭：被戰火推進的航太史","張天蓉","N/A","火箭研發｜阿波羅計畫｜尋找黑洞｜殖民火星《宇宙零時》作者的又一經典力作一本適合所有天文愛好者的精彩航太史！　　▪從美夢到噩夢：火箭誕生的血淚史　　二次大戰期間，液體火箭製作師馮·布朗在1930年代的任務，是開發液體燃料火箭（A4火箭）。他腦海中無疑經常夢想到月球旅行，因為A4火箭上畫的是科幻片《月亮中的女人》的宣傳畫，他甚至還制定了載人航太飛行計畫！　　但納粹分子不要「登月」，也不在乎是否進入「太空」，他們做的是製造武器、屠殺人類的另一種夢。從1943年開始，布朗研發的A4火箭變成了V2導彈，意為德文「復仇武器（Vergeltungswaffe）」，企圖扭轉德軍的敗局。　　馮·布朗的夢想指向太空，但命運卻讓他擊中了倫敦，殺害了不少無辜的民眾。正如他在聽到倫敦被擊中的消息後說：　　「火箭工作正常，除了登陸在了錯誤的星球上。」　　...","⭐⭐⭐⭐","NT$216 TWD"
"慢步股市：給存股族的12個致富心法","周文偉 (華倫)","創富","股票跌了就想賣、漲了又想賺價差，存股之路好難走？為何賺的總是別人，自己只有賠錢的命運？因為你疏忽最基本的「觀念」，忽略存股該有的「心態」，無法堅守「紀律」，讓「自己」成為致富路上的絆腳石。「面對各種貪婪的誘惑、恐懼的試煉，除了要有硬底子的方法（武器），也要有柔軟的心法（策略），軟硬兼施才足以抵抗存股路上的貪與懼。」——華倫（周文偉）存股的方法大同小異，為什麼只有少數人能抵達成功的彼岸？因為很多人即使買在便宜價，卻無法抱住好公司股票，數年後回頭一看，還是兩手空空，無法打造穩定現金流；抑或是在股價下跌、受不了帳面虧損時，「忍痛」認賠殺出，忽略了存股族應該歡迎股災來臨，趁便宜時多累積股數。存股成功的關鍵不是方法，而是在於能不能「沉住氣」，只要有足夠的耐心，最後報酬就會很豐碩。★「價值投資．存股達人」華倫幫你打造超強意志力！聚焦存股該有的正確心態、提升投資EQ，無論你是投資老手...","⭐⭐⭐⭐⭐","NT$266 TWD"
"Miss cat- 趙姿瑜【鄰家女孩夢幻寫真】","Miao喵 Photography","Miss cat","Miss cat本期美人-趙姿瑜Model：趙姿瑜英文名：MomoModel粉絲團：https://www.facebook.com/zihyu.jhao攝影師FB：https://www.facebook.com/jellymiaogirl","⭐⭐⭐⭐½","NT$109 TWD"
"His Wicked Games","Ember Casey","The Cunningham Family","A billionaire made me a promise.And I'll do anything to make sure he keeps it...Even play by his twisted rules.A BILLIONAIRE. A BARGAIN. AND A THRILLING COMPETITION...Lily Frazer would do anything to save the Frazer Center for the Arts--even take on the infamous billionaire Calder Cunningham. When Lily breaks onto the Cunningham estate, she only wants to find and reason with Calder. (All right,","⭐⭐⭐⭐","N/A"
"你還不懂的職場交往心理學","周旻憲","N/A","老闆說「也許」的意思就是「必須」，他說「可能」的意思就是「一定」，他說「隨便」的意思就是「要按照他的意思百分之百地執行」。上帝都會犯錯，何況是人呢。好就好在，人犯錯了還有改正的機會。為了公司和部門的利益，下屬應該指出上司的錯誤之處，但是上司似乎比上帝還難伺候。有出風頭的機會應儘量留給老闆，千萬別做「搶」風頭的蠢事。你的職業生涯中會遭遇的七種老闆，他們總是會這麼說，你又該如何「馴服」他們呢？1．戰車駕馭者：「為什麼該做的部分還沒有完成？」如何應付：將努力降低到尚可接受的最低表現就行了，反正你的上級永遠也不會滿意。同時，開始找新工作吧。2．庸才：「嗯，是，我瞭解。」「嗯，嗯……」如何應付：要小心。別嘲笑他，否則他可能會變得很惡毒。3．好好先生：「不曉得你可不可以幫我做這個計畫書？我的意思是，如果你不太忙的話。」如何應付：總是說自己太忙，沒法接勞累度密集與曝光度過高的計畫。趁還可以拒絕的時候","⭐⭐⭐⭐⭐","NT$140 TWD"
"黃河鬼棺4：魔王鬼窟","南派三叔","黃河鬼棺","「身無青銅鏡，不近子母棺」，山西盜墓賊相信眼睛具有喚醒屍體的力量，開棺之後，必須背身以青銅鏡視棺內，反手入棺取物，如鏡中如墨，則必須立即停手，叩拜退出，絕對不可回頭觀瞧，如若不信，那鏡中骷髏，可能就將是你自己……故事講述的是一個離奇的讓人無法相信的故事，一個生意並不如意的古董商人，偶然間被牽扯進了一件發生在黃河清淤工程中的詭異事件當中，凡是經歷這個事件的人，一個接著一個毫無預兆的死去，他自己也逐漸感覺到了死亡的一步步逼近。然而死因卻依然撲朔迷離，在他鍥而不捨的努力下，一個個謎團被抽絲剝繭，終於露出了隱藏在黃河的淤泥下面恐怖秘密……黃河村落晦澀的兒歌，河底石台中的透明人影，千年前的鐵鏈，到底想捆住什麼東西，死去的神秘老人，到底在河底看到什麼？一切謎團的答案，盡在黃河鬼棺之中……","N/A","NT$139 TWD"
"Love Like This (The Romance Chronicles—Book #1)","Sophie Love","The Romance Chronicles","“Sophie Love's ability to impart magic to her readers is exquisitely wrought in powerfully evocative phrases and descriptions….[This is] the perfect romance or beach read, with a difference: its enthusiasm and beautiful descriptions offer an unexpected attention to the complexity of not just evolving love, but evolving psyches. It's a delightful recommendation for romance readers looking for a","⭐⭐⭐⭐","N/A"
"陳德中引導正念冥想","陳德中","N/A","正念風潮正在蔓延！當代具代表性的正念導師陳德中親自錄製的五段正念練習引導帶領讓台大醫院、廣達、台積電的正念訓練師資，帶你用正念揮別壓力與憂慮，找回穩定、自信與情緒自由！醫學界用正念幫助病人改善：慢性疼痛、焦慮、憂鬱、睡眠障礙，並增強免疫系統。企業界用正念幫助員工提升：專注力、情緒管理能力、復原力、創造力、領導力與人際溝通能力。教育界用正念幫助學生增強：學習效率與情緒平衡，並可優化大腦。你，也能用正念改善健康、工作與家庭生活！！播講者：陳德中台灣正念（Mindfulness）領域代表性人物，首位將正念減壓（MBSR）引進台灣醫學與企業體系者，台灣正念工坊（Taiwan Mindfulness Center）創辦人暨現任執行長，亦為執照心理師。美國密西根州立大學心理諮商碩士、美國麻州大學醫學院正念中心（CFM）正念減壓完整師資訓練。此外，個人具有多年禪修基礎與指導經驗","⭐⭐⭐⭐⭐","NT$158 TWD"
"西班牙，不只海鮮飯：跟著官方導遊深入西班牙美味日常","王儷瑾","bon temps","《巴塞隆納，不只高第》&《西班牙，再發現》作者王儷瑾睽違5年最新力作！如果你只知道Tapas和海鮮飯、火腿和Sangría ，快跟著官方導遊，發現更多「你不知道的西班牙美食」！從飲食習慣、食材特產、時令節慶美食、各地區食旅，到觀光餐飲指南和伴手禮推薦，全方位介紹西班牙的飲食文化。　　◆《巴塞隆納，不只高第》&《西班牙，再發現》暢銷作者暨西班牙官方導遊王儷瑾第三部全新創作。　　◆第一本以美食為主，結合旅遊，介紹觀光及美食大國西班牙的飲食文化專書。讓你知道西班牙除了tapas和海鮮飯、火腿和橄欖油，還有很多美食及其背後的典故和特色。　　◆全面深入認識西班牙的特產與食材、節令美食讓你知道什麼時候到西班牙可以吃什麼、地區美食讓你知道西班牙南北沿海外島山區各地不同的特色飲食。　　◆收錄450幅精美照片，包括各單位授權使用的獨家資料：安達魯西亞旅遊局、瓦倫西亞旅遊局、加那利群島旅遊局、卡斯提亞-雷昂.","⭐","NT$322 TWD"
"專減內臟脂肪的低醣瘦肚湯：任選一餐改喝湯料理，單月無壓力－2.5公斤、褲子從XL改穿M號！","工藤孝文","好健康","★第一本針對減「內臟脂肪」的專門食譜書★　　減重不復胖的關鍵，是先瘦肚子裡的內臟脂肪！　　減重名醫的瘦身秘訣大公開：任選一餐改喝低醣瘦肚湯，　　平均1個月減2.5公斤，不挨餓、瘦超快、不復胖！　　【大餐後的救星】「含醣量低於5g」的超低醣瘦肚湯，大餐後、甜食失控後，馬上補救！**　　◎今天就該開始喝瘦肚湯的你：**　　‧晚餐都很晚吃。　　‧四肢瘦、肚子胖的青蛙體型。　　‧超過45歲，少吃、運動，卻還是胖。　　‧正在進行減重飲食，但常常嘴饞破功。**　　◎你是水腫虛胖、還是脂肪實胖？**　　瘦身關鍵，就在肚子裡的內臟脂肪──容易導致三高、糖尿病，更會引起失智的可怕脂肪！　　【皮下脂肪】：累積在皮下組織，屁股、大腿、腰部都有肥肉，全身平均的胖。　　【內臟脂肪】：專門藏在肚子裡的內臟上，四肢看起來不胖，但肚子好大一圈！**　　◎任選一餐改喝瘦肚...","N/A","NT$245 TWD"
"The Art of Loving","Erich Fromm","N/A","The landmark bestseller that changed the way we think about love: “Every line is packed with common sense, compassion, and realism” (Fortune).The Art of Loving is a rich and detailed guide to love—an achievement reached through maturity, practice, concentration, and courage. In the decades since the book’s release, its words and lessons continue to resonate. Erich Fromm, a celebrated psychoanalyst","⭐⭐⭐⭐½","NT$390 TWD"
"理性的勝利：自由、科學、資本主義，以及進步的理性神學","羅德尼‧斯塔克","ALPHA","西方憑什麼進步？現代文明的成就，建立在宗教之上。而如今沒有宗教意識，只有宗教基因，還能繼續稱霸世界嗎？目前關於西方為何成功的書籍已有許多，各自分析了為何歐洲能在中世紀末期領先世界其他地區。其中，最常見的解釋是西方優越的地理環境，以及商業和技術的發展。然而，著名的宗教社會學家斯塔克在《理性的勝利》一書中指出，推動西方發展的是源自於基督宗教的理性精神，其理性神學為後來各種現代性的發展打下了重要根基。長久以來，基督宗教的特色就在以理性邏輯對神學進行辯論，因此與時俱進、面向未來，而世界上其他宗教則追求不可言說的神祕，更是朝向過去、追求復古，，把古代經典當作正統信奉。也因此基督教神學促成了西方的興起。書中總結西方的興起，奠基在「理性的四大勝利」之上：第一，是基督神學發展出對「進步」的信仰。第二，對進步的信仰轉化為技術、科技與組織的革新，而且這些成果很多都孕育於修道院莊園裡。第三","N/A","NT$350 TWD"
"遠距考古課：不熱、不累、不出門，宅宅的古文明遊玩攻略","陳深名","N/A","不熱、不累、不出門，　　即使不能出國趴趴走，也能遠距玩遍世界古文明！　　【耶路撒冷──三教聖地還是垃圾之城】　　看看地底就知道，「聖地」耶路撒冷有多麼搶手：十字軍的塔樓建在七世紀阿拉伯帝國的宮殿之上；阿拉伯宮殿則建在羅馬軍團的軍營廢墟之上；而羅馬軍營又建立在希律城的廢墟上……　　曾經有人警告過考古人員，說耶路撒冷下面的垃圾有將近18公尺深，那事實上有多深呢？──足足有40公尺！　　【獅身人面像──所以我說那個項圈呢？】　　原來的獅身人面像應該長這樣：頭戴皇冠、額頭有聖蛇浮雕、頷下留有長鬚，頸部圍有項圈；但幾千年的風吹日曬、沙土掩埋，讓皇冠和項圈都不見了。有人曾經想修繕，可是修繕後的效果也不敢保證──只好一直維持現在這個樣子！　　【蘇美烏爾城──大臣也要殉葬的血腥王朝】　　1920年代，英...","N/A","NT$228 TWD"
"理性與感性","珍‧奧斯汀","經典文學","**　　愛的唯二態度　　小心輕放戀情的姊姊╳勇往直前熱戀的妹妹　　充滿喜劇色彩的人物描寫　　展現奧斯汀不露聲色的諷刺才華　　笑過哭過，才懂得什麼是真愛**　　艾蓮娜，她們家的長女，她的建議總是實事求是，性格明理、遇事決斷冷靜，儘管才十九歲已能勝任母親的諮詢對象；興沖沖的母親常常瞻前不顧後，為了她們所有人的福祉，她經常得攔著母親。她心地極好——溫柔多情，卻也懂得如何駕馭它們：這是她母親還沒學會的功課；而她其中一個妹妹則索性不學了。　　就各方面來說，瑪莉安的能力並不輸艾蓮娜。她靈敏慧黠，但對每件事都是一頭栽進去：她的悲傷、她的喜悅，都不知何謂節制；她慷慨大方、平易隨和、有趣……集所有優點於一身，就是沒有謹慎。和母親簡直是同個模子刻出來的。　　妹妹真是太感性了——艾蓮娜不無擔憂地看出來了，達希伍德太太卻視之為貴重且值得珍惜。版本特色　　1. 全新台灣譯者中譯　　2.","⭐⭐⭐⭐⭐","NT$250 TWD"
"跨領域的奇想天才：達文西思緒集","李奧納多・達文西 Leonardo da Vinci","結晶","豐富、深沉。他用獨特的鏡像反寫文字，留下驚人的靈動思考痕跡。　　本書內容主要選自珍藏於法國學院圖書館(Bibliothèque de l'Institut de France)及義大利米蘭盎博羅錫安納圖書館(Biblioteca Ambrosiana)當中的多卷珍貴達文西手稿筆記，文中紀錄達文西對於自然、生命、科學、繪畫及藝術的觀點。　　達文西終生都保有每天做筆記的習慣，並以個人獨特的鏡像反寫字紀錄思緒。儘管大眾普遍認為達文西此舉是為了保密，但較合理的看法則是鏡像反寫才合乎左撇子書寫的天性。達文西在這些筆記中記錄了他的素描、發明、建築設計、力學元素、繪畫構想、人體解剖等圖文。這些不同形式大小的手稿原先在他辭世後分散在朋友手中，現在則主要收藏在羅浮宮、法國學院圖書館、西班牙國家圖書館、米蘭的盎博羅錫安納圖書館以及倫敦大英圖書館等處。　　本書精分為兩部分，一是達文西對自然及生命的思考","N/A","NT$196 TWD"
"Family Magic","Patti Larsen","The Hayle Coven Novels","***WORLD'S BEST STORY 2014***Magic? Check. High school cheerbullies? Check. Impending evil? You betcha. She’s so doomed…While Sydlynn Hayle might be her coven's heir, her reluctance to accept her power puts their fate at risk. But when a mysterious evil infiltrates the collective and comes for those she loves, she has to choose--either turn her back on her destiny or step up and save her family's","⭐⭐⭐⭐","NT$24 TWD"
"Family Magic","Patti Larsen","The Hayle Coven Novels","***WORLD'S BEST STORY 2014***Magic? Check. High school cheerbullies? Check. Impending evil? You betcha. She’s so doomed…While Sydlynn Hayle might be her coven's heir, her reluctance to accept her power puts their fate at risk. But when a mysterious evil infiltrates the collective and comes for those she loves, she has to choose--either turn her back on her destiny or step up and save her family's","⭐⭐⭐⭐","NT$24 TWD"
"禿頭的人會有頭皮屑嗎？冷知識追追追","冷冬貴","N/A","為什麼蟑螂好像聽得懂人話？人有四個鼻孔，你信不信？什麼？！魚竟然有耳朵？有些事天天都碰得到，但卻從沒人搞懂過。懂得冷知識，有你的聚會都不冷！稀奇古怪的疑問，可以拿來搞笑，又具有教育意義，擁有此書，你將成為生活萬事通，既不會遭到美女之白眼，又能解決生活中的問題，實是居家必備之良品。","N/A","NT$140 TWD"
"死過一次才學會守護自己：共感人的「小我」練習","艾妮塔・穆札尼(Anita Moorjani)","藍光","再活一次才知道**，**我的敏感竟然如此強大立足於愛而非恐懼，才是真正的靈修★暢銷書《死過一次才學會愛》作者，2021年最新力作★TED演說點閱超過360萬人次★劃定人際能量界線的經典書守護自己的能量場，不意味著刻意跟人劃清界線，或把自己藏起來。我們需要的是健康的連結，正確的伸出觸角，而不是縮回觸角。你也是不容易守護自己的「共感人」嗎？・你深怕傷別人的心、失望或不滿意，因為你能感受到他們的痛苦。・你很難接受他人讚美、禮物、服務或好意，你覺得必須立刻給他們回報。・你比別人還更了解他們自己，大家常常拿自己的麻煩和問題來找你，就算負荷不了，你也從不拒絕。・你的第六感很準，料事如神，你擁有一種超乎預感的感知力。・在某些古蹟、聖地或戰地，你會感覺被前人的情感淹沒...","N/A","NT$266 TWD"
"猶太心機：鍛鍊精準投資眼力，成為商場大戰最終贏家","溫亞凡，才華","N/A","猶太人由於長期沒有國家，不知不覺間他們就成了全世界的公民；猶太商人由於沒有固定做生意的市場，不知不覺間他們就成了全世界的商人。羅斯柴爾德家族、洛克斐勒家族、希爾頓家族、摩根家族……控制著世界金融命脈的幾大望族均流著猶太人的血液，俗話說富不過三，然而這些家族卻能將財富代代承傳下去，是運氣、巧合還是猶太民族真有過人之處？在兩千年的時間裡，猶太人流亡在地球的各個角落，飽受摧殘，猶太人不僅沒有為其他的文明所同化，更鑄就堅忍不拔的民族特性。歲月沉澱了智慧，殘酷的歷史和非人的磨難塑造了猶太人堅定的信念。生於苦難的猶太人在經歷種種劫難後奇蹟般的生存，憑藉智慧和毅力，成為了世界第一商人，擁有了自己的社會地位，捍衛了自己的尊嚴。在人類文明的各個時期裡，猶太民族都做出了偉大的貢獻，涉及多個領域。在我們的生活當中，猶太文明的影響隨處可見。★☆★☆★☆★☆★☆猶太人的致富密碼☆★☆★☆★☆★☆★◎ 會賺錢，更要會","N/A","NT$179 TWD"
"無聊心理學：我們為何無聊？無聊不好嗎？無聊時我們可以做些什麼？","詹姆斯．丹克特(James Danckert)","More","沒有人喜歡無聊，但它卻無所不在，無聊會不會是在傳達什麼訊息呢？無聊等同於沮喪或冷漠嗎？從人類、動物到機器人都會感到無聊嗎？哪種人更容易感到無聊？又是哪種環境最會讓人覺得無聊呢？衝動行為、藥物濫用、成癮、賭博、飲食問題、憂鬱，全都是無聊造成的？無聊有助於創造力和學習？心流、興趣和好奇心是擺脫無聊的妙方？本書將解開無聊的種種謎團！◎****心智空閒＋欲望難題＝無聊來襲當我們感到無聊時，時間變得漫長，手上做的事變得沒有意義，我們難以集中注意力，感到無精打采又焦躁不安，想要做些什麼，卻又不知道想做什麼事……到底要怎樣才能擺脫這種困境呢？玩電動遊戲消消樂、瀏覽社...","⭐⭐⭐⭐⭐","NT$315 TWD"
"蒙古帝國與伊斯蘭世界：從征服到改宗的歷史大變局","彼得‧傑克森","大陸","看見文明交會的真實圖像，解答世界史開端的重大轉折──────蒙古西征建立了四大汗國，有三個最終同化成穆斯林。所向披靡的游牧民族，為什麼成了真主的信徒？第一本跳脫漢文與西方中心，以「伊斯蘭視野」重新書寫的蒙古帝國史。波斯文獻 × 阿拉伯史料 × 穆斯林觀點 = 理解近代世界史全貌的必讀之作！　　【專文導讀】深圳大學人文學院歷史系助理教授．蔡偉傑　　【專業審訂】中國社會科學院古代史研究所副研究員．李鳴飛　　【豐富詳實】7種語言．8種文化傳統史料 + 15張地圖與繪畫．6張統治者世系表　　「有史以來最傑出的蒙古帝國著作……引用多達八種宗教文化傳統、七種語言史料。」──梅天穆（Timothy May），《世界歷史上的蒙古征服》作者　　蒙古帝國不只征服中國，也控制了歐亞大陸的...","⭐⭐⭐","NT$595 TWD"
"下山事件 最後的證言","柴田哲孝","N/A","日本戰後史上最大謎團、國鐵總裁離奇之死竟然與溫柔的祖父有關？　　▶▶比推理小說更懸疑的世紀謎團　　▶▶真實世界的抽絲剝繭、最後的第一手證言　　▶▶檯面下的日本戰後史　　▶▶美日情報單位的活動實錄　　▶▶不能被遺忘的事件　　「你聽過下山事件吧。有人說他是自殺還是什麼的，但其實，是他殺啊……」　　　然而當時我對「下山事件」幾乎一無所知。那是昭和二十四（一九四九）年夏天，首任國鐵總裁下山定則在三越本店前消失，隔天凌晨，在五反野的鐵軌上發現了他被列車輾斃的遺體一事。有人主張是自殺、有人說是他殺，實際上整起事件成為未解的懸案。我對於下山事件的認知大概就只有這點程度。　　「嗯，算是知道。這事件怎麼了嗎？」　　我故作平靜，卻也在心中隱隱猜測了壽惠子姑婆接下來要說的話。　　「那個事件，該不會、就是哥哥做的吧……」　　這句話，是一切的開端。　　1949年──　　戰後日本百業待興...","⭐⭐⭐⭐","NT$385 TWD"
"極度專注：精準打造專屬你的最佳學習模式","姚建明","N/A","｜讓專注，成為像呼吸一樣的習慣｜你是注重讀書方法的人嗎？其實相對於方法，更重要的是【培養專注的能力】。你可能無法想像，　日常生活中，有多少事物會左右我們的注意力：▪　上午9點到11點，短時記憶的有效性要超出平均值15%▪　女性在前半個月經週期，學習效率更高▪　鍛鍊「看什麼」、「怎麼看」，因為視覺輸入占到總資訊輸入的90%▪　在全光譜燈光教室裡，學生的缺席率比日光燈教室少了65%▪　在噪音環境下創造力會損失8%，尤其是對於聽力比較好的女性▪　人若進入最佳學習狀態「flow」，自我意識、時間知覺都會消失，只會快樂地痴迷於經歷本身▪　當挑戰比你的能力更強時，你會焦慮；但當挑戰和能力相匹配時，就極有可能獲得驚人的成功！由此可知：不須額外上課、不喝能量飲料、不占用休息時間，只要在正確的時間與地點讀書，你就能「極度專注」。本書提倡「三位...","N/A","NT$270 TWD"
"An Indecent Invitation","Laura Trentham","Spies and Lovers","Warning: This book contains spies, scandals, naughty liaisons in houses of ill repute, men who think they know everything and women who know they do not. Read at your own risk!Lady Lily Drummond understands only too well the danger of spy work. Her father, a preeminent master spy, has been missing for months, and her brother barely survived his final mission for the Crown. Lily is still determined","⭐⭐⭐⭐","N/A"
